A_x,A_y,A_z,G_x,G_y,G_z,C_1
0.5038750000000001,0.501625,0.499,0.49199375,0.50215,0.500975,0.5008127730895144
0.4995,0.4992499999999999,0.498125,0.49664375,0.50085625,0.49883125,0.5004473464603536
0.499125,0.5025000000000001,0.4995,0.49859375,0.50015625,0.49796875,0.4992485864978594
0.5005,0.501375,0.4988749999999999,0.493825,0.5007,0.49824375,0.5007831598686986
0.499375,0.4987499999999999,0.4987499999999999,0.4941375,0.5007,0.496875,0.4999510665728711
0.4974999999999999,0.49775,0.499625,0.4980875,0.4992562499999999,0.49519375,0.5002856399437102
0.498,0.497625,0.500375,0.5015625,0.4978125,0.4941375,0.499886879981216
0.500625,0.49625,0.5015,0.4992562499999999,0.49758125,0.4955875,0.5005235185185447
0.500625,0.4942499999999999,0.50175,0.499375,0.496875,0.4996125,0.5007229020159691
0.5015,0.495625,0.502125,0.50241875,0.4959375,0.5009375,0.5002889521800602
0.4988749999999999,0.494875,0.50225,0.5059,0.495275,0.4996875,0.5008883356774536
0.500875,0.49325,0.502125,0.51199375,0.49331875,0.49550625,0.5000543858415447
0.5,0.492,0.502375,0.52144375,0.4922625,0.4909375,0.5005537693389691
0.4978749999999999,0.490125,0.50075,0.52800625,0.49074375,0.4922249999999999,0.5001198195030603
0.4983749999999999,0.487625,0.5001249999999999,0.54,0.4881624999999999,0.4928499999999999,0.4989858696671513
0.501,0.483375,0.4983749999999999,0.55535,0.48695625,0.4897249999999999,0.4992852531645757
0.503375,0.48375,0.5002500000000001,0.5708187499999999,0.4886312499999999,0.48664375,0.4996513033286668
0.501375,0.482375,0.4957499999999999,0.57445,0.49366875,0.49203125,0.5000173534927269
0.507,0.4835,0.49375,0.56550625,0.4999625,0.50363125,0.500683403656818
0.504375,0.48475,0.4894999999999999,0.5547249999999999,0.5052375,0.51491875,0.500949453820909
0.505625,0.488125,0.486,0.5499625,0.5073062500000001,0.5222249999999999,0.5014488373183335
0.502125,0.492,0.482875,0.54581875,0.508675,0.5259,0.5009815541490913
0.501125,0.4957499999999999,0.481,0.541525,0.5074625,0.5296125,0.500914270979849
0.502375,0.499625,0.480375,0.53883125,0.5047625,0.53578125,0.5005469878106068
0.50275,0.5051249999999999,0.4787499999999999,0.53949375,0.5009375,0.541875,0.5003463713080002
0.509375,0.507125,0.481375,0.5393,0.4925,0.54625,0.4973790881387579
0.520375,0.476875,0.488875,0.57640625,0.485975,0.5516,0.4978784716361823
0.528625,0.4905,0.506625,0.6523812499999999,0.48515625,0.57331875,0.4966111884669401
0.550125,0.512375,0.5091249999999999,0.66734375,0.510625,0.59293125,0.4966105719643645
0.545375,0.517875,0.50225,0.6692937499999999,0.540975,0.5887125000000001,0.4968432887951222
0.54475,0.520875,0.4855,0.6368375000000001,0.55965,0.5737875,0.49747600562588
0.537875,0.5157499999999999,0.4791249999999999,0.62429375,0.5609375,0.56168125,0.4987420557899401
0.527875,0.516,0.47125,0.61421875,0.5631625,0.5569500000000001,0.5002414392873645
0.5155000000000001,0.51375,0.466125,0.58105625,0.5560125,0.55515625,0.5018741561181222
0.508875,0.513,0.46375,0.57136875,0.5446875,0.5459375,0.5028402062822134
0.506875,0.512875,0.46975,0.5578125,0.53305,0.53925625,0.5030395897796378
0.508875,0.5038750000000001,0.478125,0.540075,0.52019375,0.53515625,0.5017723066103955
0.5117499999999999,0.509625,0.48175,0.5368375000000001,0.51465,0.53019375,0.5006383567744866
0.51525,0.501875,0.491875,0.534375,0.5141,0.52875,0.5018710736052133
0.511,0.5075000000000001,0.484625,0.5293,0.516525,0.5273812499999999,0.5014371237693044
0.512625,0.50925,0.5,0.52328125,0.5162875,0.5233187499999999,0.5010031739333954
0.511125,0.5005,0.48925,0.5293375,0.5150374999999999,0.515625,0.5006692240974866
0.5078750000000001,0.523625,0.4945,0.510625,0.51445,0.5162875,0.5004352742615776
0.510625,0.514875,0.4863749999999999,0.4883625,0.51355625,0.5041,0.5001679910923355
0.5085,0.5041249999999999,0.506875,0.46945,0.5181625,0.5005062499999999,0.5003673745897599
0.5155000000000001,0.486125,0.51275,0.49796875,0.512575,0.5059375,0.5000667580871843
0.5113749999999999,0.48475,0.506875,0.500975,0.51703125,0.5077750000000001,0.4997328082512443
0.51375,0.4974999999999999,0.508875,0.50491875,0.51543125,0.51484375,0.4996724691358084
0.507625,0.50175,0.49625,0.5224625,0.51386875,0.51796875,0.4989182821534884
0.5065000000000001,0.492,0.4987499999999999,0.50918125,0.51761875,0.52,0.4991974285044707
0.50925,0.4997499999999999,0.500625,0.5237875,0.51578125,0.5205875,0.499576574855453
0.5051249999999999,0.487875,0.502375,0.515,0.518825,0.520975,0.4991557212064663
0.50575,0.496125,0.504375,0.51668125,0.518825,0.52421875,0.4986348675574486
0.5115000000000001,0.48475,0.496625,0.5471875,0.4941375,0.5225375,0.4998473472417643
0.513,0.491,0.493,0.54644375,0.49293125,0.521875,0.4999264935927465
0.5078750000000001,0.486,0.490125,0.5340250000000001,0.4953125,0.52226875,0.4999723066104266
0.517,0.502625,0.4983749999999999,0.53769375,0.4962125,0.51804375,0.4993514529614088
0.5117499999999999,0.506,0.4952499999999999,0.52476875,0.50546875,0.5068375,0.4995305993123911
0.505375,0.492125,0.488875,0.51581875,0.5072249999999999,0.49976875,0.5001430789967378
0.5085,0.4872499999999999,0.4907499999999999,0.51195,0.505625,0.49484375,0.4998888920143867
0.506,0.487,0.4907499999999999,0.501525,0.5064875,0.49449375,0.4993013716987023
0.50875,0.4957499999999999,0.4952499999999999,0.495625,0.5009,0.4998812499999999,0.4997805180497157
0.51075,0.48925,0.5042500000000001,0.49758125,0.49824375,0.50484375,0.4999263310673646
0.5135,0.499375,0.505625,0.497425,0.49921875,0.50421875,0.5001721440850136
0.510875,0.4905,0.50175,0.49574375,0.502575,0.503125,0.5001179571026626
0.5131249999999999,0.492375,0.49725,0.4959749999999999,0.50335625,0.5016812500000001,0.5004637701203426
0.51,0.4934999999999999,0.495125,0.4964874999999999,0.50328125,0.4996875,0.5001095831379915
0.510625,0.495,0.499625,0.4878499999999999,0.5050374999999999,0.497425,0.5001553961556405
0.5181250000000001,0.534125,0.49225,0.4471875,0.511875,0.4919125,0.5002345425066538
0.512,0.506375,0.4982499999999999,0.37875,0.5271125,0.4841,0.5005136888576361
0.509,0.46975,0.501875,0.3719125,0.54054375,0.4800374999999999,0.5001928352086183
0.5091249999999999,0.528125,0.501,0.44855625,0.5362874999999999,0.4722625,0.5001719815596317
0.504,0.4393749999999999,0.4988749999999999,0.4018,0.5407437500000001,0.48043125,0.5006844612439474
0.51675,0.522375,0.4987499999999999,0.4446875,0.53320625,0.48851875,0.5000636075949296
0.510625,0.46875,0.4988749999999999,0.4761312499999999,0.54015625,0.495275,0.4999760872792452
0.507625,0.4885,0.4942499999999999,0.44296875,0.5534,0.50355625,0.5002552336302586
0.51375,0.494,0.5,0.4802375,0.55324375,0.5078125,0.5000010466479076
0.500625,0.484625,0.496,0.4544124999999999,0.55429375,0.5137875,0.5002801929988898
0.5042500000000001,0.5038750000000001,0.50225,0.50304375,0.5422625,0.5117562499999999,0.4996593393499031
0.5038750000000001,0.485375,0.502375,0.475,0.53555,0.51488125,0.5002051523675521
0.502875,0.505,0.5041249999999999,0.5028125,0.5256624999999999,0.5132,0.5003176320518677
0.502625,0.4952499999999999,0.499,0.49269375,0.5189437499999999,0.5106625,0.5003301117362144
0.506,0.505875,0.500625,0.5012125000000001,0.5093,0.5062875,0.5006759247538634
0.508,0.48775,0.5035000000000001,0.46953125,0.5084000000000001,0.5037125,0.500588404438179
0.50625,0.499875,0.5035000000000001,0.5024625,0.5005062499999999,0.5007,0.5007675507891612
0.5055,0.48875,0.50475,0.490075,0.4994125,0.50241875,0.5009466971401746
0.506375,0.491125,0.506875,0.50148125,0.49875,0.50363125,0.5007925101578236
0.5085,0.4943749999999999,0.506375,0.483125,0.50179375,0.50480625,0.5006218209876369
0.5078750000000001,0.490625,0.5051249999999999,0.486525,0.50453125,0.50465,0.5009179985153799
0.507625,0.4902499999999999,0.505375,0.4928499999999999,0.50508125,0.50460625,0.5011475093764564
0.507,0.48975,0.506,0.47554375,0.50758125,0.5059375,0.4998436869041683
0.504625,0.500875,0.504625,0.509725,0.5022249999999999,0.50460625,0.5006065310985781
0.505,0.481625,0.5051249999999999,0.46804375,0.50366875,0.50445,0.5002027086263212
0.507,0.495875,0.5055,0.5084375,0.5009375,0.5028125,0.5004988861540642
0.507625,0.4912499999999999,0.506375,0.4886312499999999,0.5028875,0.5038687500000001,0.500961730348474
0.5065000000000001,0.491625,0.5065000000000001,0.50956875,0.5028875,0.5005875000000001,0.5008579078762171
0.506125,0.49225,0.505,0.4962125,0.5034375,0.4980875,0.5004207520705958
0.505,0.49,0.503,0.5194124999999999,0.49875,0.4959375,0.5012169295983389
0.506125,0.4987499999999999,0.5051249999999999,0.48484375,0.496175,0.497775,0.500713107126082
0.5055,0.492375,0.505,0.5123062500000001,0.493125,0.49515625,0.500709284653825
0.50125,0.5081249999999999,0.505625,0.5053125,0.48539375,0.4906624999999999,0.5006387955149014
0.499375,0.495875,0.505875,0.51171875,0.4691375,0.479025,0.4995016397093112
0.5015,0.515125,0.502375,0.5239875,0.45699375,0.46543125,0.5003311505703566
0.5005,0.506375,0.493625,0.5363687500000001,0.4439437499999999,0.448675,0.500060661431433
0.5065000000000001,0.50875,0.49375,0.5049625,0.429025,0.4434,0.500256838959176
0.5117499999999999,0.489375,0.4915,0.55741875,0.418675,0.4416,0.4999863498202525
0.524,0.476,0.5045,0.501875,0.4189875,0.455625,0.4995825273479956
0.522875,0.503125,0.504,0.5537875,0.42261875,0.4660125,0.4994453715424053
0.51375,0.454375,0.5041249999999999,0.48289375,0.44550625,0.4765999999999999,0.4992415490701173
0.514125,0.516375,0.50125,0.54605625,0.4496875,0.4802375,0.4990710599311938
0.500875,0.482875,0.491625,0.5144124999999999,0.45671875,0.483475,0.4995339041256035
0.512875,0.517625,0.48975,0.5503875,0.451175,0.48484375,0.4992967483200133
0.518625,0.508,0.493,0.5194124999999999,0.46328125,0.485,0.4990262591810897
0.517,0.517875,0.5001249999999999,0.48015625,0.48074375,0.49261875,0.4988557700421661
0.50625,0.4786249999999999,0.49375,0.52078125,0.488475,0.4886749999999999,0.4992186142365759
0.509625,0.5235000000000001,0.49625,0.51261875,0.48265625,0.49168125,0.4985814584309546
0.509875,0.4825,0.49725,0.50491875,0.483475,0.4919125,0.498810969292031
0.511625,0.50075,0.498625,0.5019125,0.48390625,0.4948812499999999,0.4994404801531074
0.5078750000000001,0.508875,0.496625,0.5075,0.48671875,0.494375,0.4991366576808504
0.510625,0.5051249999999999,0.489125,0.48101875,0.48851875,0.49546875,0.4985995018752602
0.51325,0.50475,0.499,0.518125,0.4805875,0.4947625,0.4994290127363366
0.510875,0.4992499999999999,0.503375,0.4968,0.48918125,0.4939437499999999,0.4991918569307153
0.506625,0.495875,0.5025000000000001,0.497425,0.49855625,0.49511875,0.4992880344584584
0.5037499999999999,0.4938749999999999,0.4974999999999999,0.49429375,0.50355625,0.49886875,0.4998508786528681
0.5042500000000001,0.50175,0.495125,0.505,0.50195,0.50074375,0.4991803895139446
0.50725,0.498125,0.495625,0.49991875,0.5009375,0.501325,0.499909900375021
0.50575,0.5025000000000001,0.496125,0.5107,0.4989437499999999,0.50019375,0.4999394112360974
0.5081249999999999,0.502375,0.4983749999999999,0.50035,0.4996875,0.4999625,0.5002879012345647
0.504,0.4965,0.494625,0.4993,0.50116875,0.5005062499999999,0.4990845682919336
0.505875,0.505375,0.496375,0.5087875,0.497775,0.4984,0.5001145686826047
0.5051249999999999,0.502625,0.4957499999999999,0.50855625,0.499025,0.49671875,0.4998112357399736
0.503125,0.497375,0.495625,0.50035,0.5018375,0.49765625,0.5000412361306449
0.505375,0.49725,0.495,0.5040625,0.5000374999999999,0.4993,0.5001379031880138
0.5038750000000001,0.4957499999999999,0.496,0.505625,0.49965,0.5009375,0.5004012369120183
0.50525,0.5035000000000001,0.497625,0.5065999999999999,0.4996875,0.5016375,0.5000645706360539
0.5025000000000001,0.492875,0.4987499999999999,0.5028875,0.50085625,0.5034375,0.5004612376933918
0.5002500000000001,0.504625,0.4965,0.51921875,0.49965,0.50363125,0.5007245714174273
0.50575,0.499375,0.498625,0.5183187499999999,0.49820625,0.50335625,0.5002212384747652
0.5045,0.497375,0.495,0.5128499999999999,0.49851875,0.5043375,0.5004845721988007
0.504,0.5,0.4945,0.52555,0.49668125,0.5027750000000001,0.4999479059228052
0.504,0.50075,0.49325,0.53453125,0.4941375,0.5012125000000001,0.5001445729801742
0.506125,0.510125,0.494625,0.536875,0.494025,0.4993,0.500541240037512
0.507625,0.510375,0.495,0.51866875,0.4946875,0.49703125,0.5003712404282142
0.50725,0.492125,0.4957499999999999,0.5077375,0.49511875,0.4966,0.5001345741522188
0.5015,0.50725,0.4942499999999999,0.5251187500000001,0.4921875,0.49640625,0.499864574542921
0.5042500000000001,0.497375,0.495875,0.5052375,0.4937125,0.49761875,0.5000945749335922
0.501625,0.495,0.4965,0.505625,0.49769375,0.4980875,0.4992579086575968
0.501625,0.497125,0.4952499999999999,0.50023125,0.50144375,0.499725,0.4994212423816323
0.5015,0.4942499999999999,0.494,0.49828125,0.50324375,0.501525,0.4993512427723035
0.501125,0.49625,0.49375,0.494375,0.5026937499999999,0.5037125,0.4997479098296724
0.503125,0.50125,0.4957499999999999,0.49980625,0.50140625,0.5041375,0.499611243553677
0.504,0.499875,0.495625,0.4953499999999999,0.5011312499999999,0.50363125,0.4996079106110458
0.5041249999999999,0.502375,0.496375,0.4973812499999999,0.5018375,0.50210625,0.499837911001717
0.5002500000000001,0.4985,0.49325,0.49140625,0.5032,0.500625,0.4996679113924193
0.501125,0.4942499999999999,0.493375,0.4958625,0.5003125,0.50148125,0.4997645784497571
0.504375,0.4982499999999999,0.4982499999999999,0.49695625,0.49890625,0.5030875,0.500161245507126
0.504,0.500625,0.4988749999999999,0.496175,0.5007,0.50335625,0.5004912458977973
0.502875,0.5,0.4982499999999999,0.496875,0.501875,0.5025,0.5006879129551661
0.501375,0.5002500000000001,0.49775,0.49581875,0.50175625,0.50179375,0.5001512466791707
0.502125,0.499875,0.498125,0.49875,0.5012125000000001,0.5021875,0.5003479137365395
0.502625,0.4978749999999999,0.4982499999999999,0.49640625,0.5009,0.5028125,0.5003112474605441
0.502625,0.50225,0.498125,0.50144375,0.50023125,0.50238125,0.5004412478512463
0.503,0.5,0.4974999999999999,0.4983625,0.5005875000000001,0.5015999999999999,0.5000712482419175
0.503375,0.500625,0.4952499999999999,0.50261875,0.50046875,0.500975,0.5004679152992865
0.50325,0.50225,0.495375,0.50508125,0.49875,0.50019375,0.5006979156899576
0.50275,0.4987499999999999,0.5005,0.49859375,0.49914375,0.4993,0.5001945827472954
0.502,0.497,0.4997499999999999,0.50081875,0.5010125,0.49953125,0.4997912498046644
0.50175,0.4982499999999999,0.5,0.49921875,0.5015625,0.50125,0.4997137654321268
0.50175,0.5001249999999999,0.4992499999999999,0.50019375,0.50195,0.5027750000000001,0.4996757059697062
0.502,0.5,0.4982499999999999,0.49769375,0.5028125,0.502575,0.4999709798406189
0.501,0.4995,0.499,0.4989875,0.5025375,0.50273125,0.4997995870448649
0.501875,0.499875,0.498625,0.49918125,0.50206875,0.5028875,0.499328194249142
0.5015,0.4978749999999999,0.498125,0.5003125,0.501875,0.5030875,0.4989901347867213
0.499625,0.504625,0.4974999999999999,0.50136875,0.5012875,0.50366875,0.499685408657634
0.5015,0.4974999999999999,0.498625,0.499375,0.501525,0.50241875,0.4989806825285467
0.501375,0.5015,0.4988749999999999,0.50043125,0.501875,0.50328125,0.4988759563994594
0.5015,0.503125,0.498125,0.50043125,0.5018375,0.50304375,0.4993045636037054
0.500875,0.4988749999999999,0.4978749999999999,0.4980875,0.50148125,0.50210625,0.4994665041412848
0.502125,0.5015,0.498625,0.50206875,0.5010125,0.50206875,0.4997284446788641
0.50475,0.494125,0.500875,0.49805,0.5034000000000001,0.50324375,0.4995903852164435
0.51825,0.484375,0.511,0.49890625,0.5141,0.51203125,0.4995856590873872
0.5175,0.4862499999999999,0.510125,0.4908187499999999,0.535,0.52796875,0.4996475996249666
0.504,0.4925,0.5,0.4905875,0.54453125,0.5358625,0.5001095401625459
0.499625,0.493125,0.4947499999999999,0.4959,0.5409,0.53664375,0.5004048140334586
0.499,0.500375,0.495125,0.5201187500000001,0.5337875,0.5352375,0.5005667545710379
0.499125,0.510625,0.4942499999999999,0.516525,0.53015625,0.5301187500000001,0.5011286951086174
0.5035000000000001,0.49675,0.501,0.52761875,0.5296500000000001,0.5227375,0.5006573023128633
0.5001249999999999,0.52275,0.498,0.53,0.52980625,0.5172625,0.5004192428504427
0.501125,0.5091249999999999,0.496875,0.4937875,0.5293375,0.5128875,0.5010811833880221
0.49625,0.5005,0.494,0.49921875,0.5237125,0.50984375,0.5009431239256015
0.4997499999999999,0.5037499999999999,0.493,0.5044124999999999,0.51644375,0.50980625,0.5005717311298785
0.502125,0.50225,0.497125,0.50453125,0.5117562499999999,0.5075,0.5006003383341245
0.501875,0.500875,0.4974999999999999,0.50015625,0.51074375,0.50418125,0.5005622788717039
0.499125,0.5015,0.4982499999999999,0.499725,0.51081875,0.50261875,0.5008575527426166
0.5,0.496625,0.49725,0.49625,0.5084000000000001,0.5031625,0.5007194932801959
0.5002500000000001,0.5002500000000001,0.499875,0.5023062500000001,0.5077750000000001,0.5033187499999999,0.5003147671511087
